url_no,url,status,model,p_phishing,rank,feature,feature_value,shap_signed,abs_shap,direction
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,XGBoost (GA),0.9764165282249451,6,length_url,62.0,-0.6509288516093511,0.6509288516093511,BENIGN
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,XGBoost (GA),0.9764165282249451,7,https_token,0.0,0.4834759687283076,0.4834759687283076,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,XGBoost (GA),0.9764165282249451,8,nb_qm,1.0,0.4758421764220111,0.4758421764220111,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,XGBoost (GA),0.9764165282249451,9,longest_word_path,10.0,-0.42487761108670385,0.42487761108670385,BENIGN
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,XGBoost (GA),0.9764165282249451,10,suspicious_tld,1.0,0.3975001259986311,0.3975001259986311,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,1,page_rank,0.0,0.12137401849195455,0.12137401849195455,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,2,length_hostname,23.0,0.07639545421699273,0.07639545421699273,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,3,ratio_extHyperlinks,0.0,0.04841611334181456,0.04841611334181456,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,4,nb_semicolumn,0.0,0.045987089359905156,0.045987089359905156,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,5,nb_underscore,0.0,0.03858662627216255,0.03858662627216255,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,6,ratio_intHyperlinks,0.0,0.03145596391390154,0.03145596391390154,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,7,web_traffic,0.0,0.03052159965881939,0.03052159965881939,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,8,nb_eq,2.0,0.028230209321748728,0.028230209321748728,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,9,popup_window,0.0,0.023356527946128247,0.023356527946128247,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,10,avg_word_path,10.0,0.012606574301152593,0.012606574301152593,PHISHING
